,document,term,tfidf
73815018,2582,harbor,0.18806878175022806
73815228,2582,heroic,0.18411686920569215
73824355,2582,vigilant,0.18131331799204012
46407602,2583,teen,0.3368282697643998
46402719,2583,mould,0.30785796032936513
46401355,2583,leatherfac,0.26301472284886573
46401320,2583,lawman,0.2405931041086161
46396950,2583,derang,0.23503416792696588
46397888,2583,equal,0.21817148536836642
46396984,2583,destin,0.21261254918671624
46403215,2583,nurs,0.2037351873576877
46402270,2583,mental,0.19193987303134086
46399704,2583,hell,0.18976808052762556
7131253,2584,dil,0.36946486006649143
7129221,2584,brother,0.3587259695625786
7127876,2584,annoy,0.3296939253546718
7129924,2584,chucki,0.3296939253546718
7134440,2584,inadvert,0.26870618078543673
7143554,2584,wood,0.2447474889327965
7137506,2584,older,0.23532682792067566
7134156,2584,hospit,0.23339559267153656
7139350,2584,respons,0.2289352460736171
7128276,2584,babi,0.22809916953672116
82554848,2585,freeway,0.4178344585030602
82555950,2585,highway,0.3613282382478397
82559912,2585,patrol,0.35297970047702704
82558874,2585,motorcycl,0.34163061992404353
82561627,2585,round,0.34163061992404353
82551414,2585,california,0.27582637947390143
82557726,2585,lo,0.2532553492229114
82549835,2585,angel,0.24595459407202566
82559461,2585,offic,0.23911582057125907
82549536,2585,adventur,0.21702459969488577
82845570,2586,papi,0.572610942297546
82846499,2586,pup,0.4854916480028859
82840187,2586,feel,0.3387290120969927
82848369,2586,smallest,0.2554862040643596
82840345,2586,fit,0.2073646995667207
82841902,2586,hotel,0.18824180809168073
82836425,2586,better,0.18601238794100902
82850275,2586,uncl,0.1819784406954609
82845473,2586,owner,0.16911212201320605
82848612,2586,special,0.16510544392622306
32151523,2587,saboteur,0.3249765866158258
32146214,2587,impregn,0.3013082003353079
32150749,2587,rang,0.2667658090353988
32143800,2587,enorm,0.240126309347586
32146342,2587,infiltr,0.22724312110918995
32144316,2587,field,0.2253456183282936
32145351,2587,gun,0.20941230485364387
32145669,2587,held,0.20941230485364387
32148900,2587,nazi,0.20771875463207265
32138809,2587,000,0.20558391804767695
124265123,2588,scrawni,0.4057234203269413
124258972,2588,heffley,0.3971229128837126
124252613,2588,activ,0.2990310976784058
124252886,2588,ambiti,0.28929775588924694
124259486,2588,imagin,0.27319773758609944
124264555,2588,rich,0.2699053185184473
124257468,2588,famou,0.2625580359861104
124261652,2588,middl,0.25541618282766493
124260276,2588,kid,0.2329051877474899
124253828,2588,big,0.23008810055502107
68350537,2589,everyth,0.24079968350774772
68355734,2589,nourish,0.22710458827474114
68346726,2589,bali,0.2174291530298488
68360725,2589,true,0.2091025855515551
68356865,2589,prayer,0.19402405667497458
68349051,2589,crossroad,0.18642493558584308
68352876,2589,india,0.17338300390363026
68348572,2589,comfort,0.1688239369592015
68356668,2589,pleasur,0.1688239369592015
68348677,2589,confus,0.16329255716443292
5020993,259,rake,0.3730390862042423
5019025,259,mumbai,0.3612612262370041
5018234,259,market,0.2862343478686904
5014500,259,fearless,0.2846286306149258
5018521,259,mercenari,0.25470569988081293
5022246,259,servic,0.23912930545923786
5017882,259,lord,0.23201191792965162
5019543,259,offer,0.2255766549470898
5010847,259,black,0.21483531976074965
5016058,259,hire,0.208483428153805
41005650,2590,leader,0.3027340441329586
41003163,2590,gang,0.2675569754133675
41004623,2590,indebt,0.24668155434337158
41007867,2590,owe,0.2353465315004411
41008019,2590,parol,0.2097310687420814
41012564,2590,twelv,0.1943541900194197
41001471,2590,disgrac,0.18943705983397344
41001607,2590,dollar,0.18301916717648928
41010125,2590,score,0.1802896245827514
40999986,2590,chief,0.17721448288729244
37926990,2591,frisbe,0.3126357950749354
37929515,2591,languish,0.3126357950749354
37921723,2591,aimless,0.2765468432759294
37928076,2591,hippi,0.2714830582523572
37932579,2591,preacher,0.2566355369631076
37932002,2591,pastor,0.24644707796511903
37933499,2591,reviv,0.2369968428337269
37923865,2591,charismat,0.22054658516410158
37924018,2591,church,0.21185154604102951
37921277,2591,1970,0.2089296585211077
152960756,2592,unlaw,0.5511524103915802
152956229,2592,physician,0.45794787340543475
152949458,2592,disrupt,0.4026130256733749
152946988,2592,bodi,0.3042953547758586
152954749,2592,miss,0.2935333336370404
152950311,2592,experi,0.2827495313076083
152952791,2592,investig,0.2563449608871012
152945091,2592,00,0.0
152945092,2592,000,0.0
152945093,2592,000th,0.0
53927248,2593,deed,0.5077698555943283
53932046,2593,longfellow,0.2106952979162759
53927792,2593,dough,0.1953501379756725
53928511,2593,exposé,0.1953501379756725
53936887,2593,small,0.19491511322267654
53934498,2593,pizzeria,0.19041009987025212
53924928,2593,besieg,0.18296114756786508
53933814,2593,opportunist,0.18296114756786508
53934433,2593,pie,0.18000497803506899
53938426,2593,town,0.17772237002305252
115853368,2594,forc,0.38450120609145527
115863093,2594,ukrainian,0.34012748730367603
115861176,2594,slaveri,0.26811845189229694
115859283,2594,prostitut,0.23489849684815572
115857124,2594,mexican,0.22654951929447392
115864330,2594,youth,0.22234016395629108
115848020,2594,abduct,0.22104044930490097
115849301,2594,better,0.21156597177783842
115859254,2594,promis,0.2110797300725598
115862491,2594,texa,0.2091983370575656
1169397,2595,million,0.4094304272155137
1161610,2595,blank,0.32170000393941434
1163708,2595,day,0.2941711797894915
1163218,2595,cool,0.2689493902257105
1173971,2595,stick,0.2630244052250271
1160132,2595,50,0.2595496630057782
1174745,2595,thirti,0.2579290762390549
1164047,2595,difficult,0.2405964597819373
1164277,2595,dollar,0.2386772166990239
1168460,2595,lifetim,0.22420803370300663
84402046,2596,demigod,0.32163609961376904
84407228,2596,maui,0.32163609961376904
84409335,2596,polynesia,0.32163609961376904
84400826,2596,chieftain,0.3114811719352641
84405381,2596,impetu,0.2971686052400079
84405458,2596,incur,0.28701367756150287
84398859,2596,answer,0.21832473680090778
84408425,2596,ocean,0.21832473680090778
84412830,2596,terribl,0.21306391010079237
84401729,2596,curs,0.2109558729045841
46278169,2597,claviu,0.29566747501936236
46279539,2597,disprov,0.29566747501936236
46287662,2597,risen,0.28633244754790227
46290446,2597,tribun,0.28633244754790227
46278845,2597,crucifixion,0.2790916377058275
46283053,2597,jerusalem,0.2790916377058275
46284645,2597,messiah,0.2790916377058275
46290987,2597,upris,0.2600184830338801
46287845,2597,rumor,0.22559413113632287
46291481,2597,week,0.1963644086340176
105396103,2598,cruis,0.39186939912894075
105406705,2598,strip,0.37583851071099733
105394682,2598,buddi,0.3568406078251582
105398779,2598,graduat,0.3380909205921638
105406317,2598,spend,0.30553381318880557
105395558,2598,colleg,0.2671557714710839
105397967,2598,final,0.26568925731015314
105395930,2598,coupl,0.2601811401997136
105402656,2598,night,0.25020379890998173
105399370,2598,high,0.22144682717217326
41131849,2599,2023,0.5514856979947973
41144762,2599,sequel,0.4091609258155494
41133144,2599,beast,0.4016219114040803
41146820,2599,transform,0.33248909635993756
41144107,2599,rise,0.32883853743281877
41137153,2599,film,0.28082329482296914
41142858,2599,plan,0.2638279669759352
41131623,2599,00,0.0
41131624,2599,000,0.0
41131625,2599,000th,0.0
14013634,26,pump,0.33597422835351104
14016771,26,thailand,0.29683065353562293
14010749,26,loyalti,0.28234758392851916
14007411,26,fierc,0.2529865163575311
14016812,26,thiev,0.24475190714506495
14017551,26,uniqu,0.24408115768355546
14006822,26,employ,0.24213400792667483
14017563,26,unleash,0.23065300377411338
14002594,26,aliv,0.22971393330588472
14015398,26,skill,0.21881725369894522
133770946,260,empir,0.3361601457786835
133777587,260,princess,0.3046232420053522
133781984,260,venturesom,0.25234506361216985
133766321,260,3po,0.23396650747140008
133769811,260,d2,0.23396650747140008
133777871,260,r2,0.23396650747140008
133774849,260,loveabl,0.21558795133063022
133772000,260,galact,0.20967137776545178
133779550,260,skywalk,0.20714426153465992
133773410,260,imperi,0.20483718517088134
91204321,2600,unattach,0.3075037114207973
91191559,2600,chang,0.307165832955396
91204353,2600,unconcern,0.29779498172876373
91204963,2600,voraci,0.29026430592485797
91201680,2600,satisfi,0.2607188801277061
91200782,2600,rapidli,0.2452105269909856
91190367,2600,bed,0.2373264644811605
91195519,2600,happili,0.2346251734135668
91192807,2600,deeper,0.23335150821868206
91192954,2600,desir,0.20529677808815688
47614187,2601,phase,0.3541565519611262
47613029,2601,multivers,0.34843431626975213
47606019,2601,cinemat,0.33105887467792017
47616566,2601,sixth,0.3276287955805528
47615831,2601,saga,0.31873080267629766
47612271,2601,marvel,0.3070775967758397
47618884,2601,upcom,0.30135536108446564
47618752,2601,unknown,0.26428752922524823
47618746,2601,univers,0.22765718072879126
47614367,2601,plot,0.22141839687038625
23425296,2602,nuclear,0.40668561409350196
23429207,2602,strike,0.3818149671717208
23421025,2602,gener,0.35448773700546826
23427418,2602,ripper,0.2701199468846483
23420760,2602,frantic,0.24746467912319783
23419206,2602,diplomat,0.23925055689244693
23426275,2602,politician,0.2326917069611828
23430590,2602,union,0.2214826803906846
23428759,2602,soviet,0.21943922487693732
23422523,2602,insan,0.21846349145033322
159173802,2603,meera,0.4090906740677252
159178495,2603,startup,0.4090906740677252
159171903,2603,india,0.3123202858984773
159169582,2603,exactli,0.2941440452089279
159171978,2603,inherit,0.2607950891969216
159178177,2603,solv,0.24642961875406788
159173591,2603,marriag,0.2341860709761232
159176011,2603,problem,0.23238729878909434
159167622,2603,compani,0.22900095138851354
159174537,2603,need,0.21737411982325774
138199168,2604,revel,0.5024718812197828
138193915,2604,horrifi,0.44903011794605807
138202810,2604,video,0.4170538778917702
138199943,2604,seri,0.3437365700984189
138201552,2604,teenag,0.3082651344040881
138195287,2604,lead,0.29358768397967216
138193838,2604,home,0.26941431624821754
138186789,2604,00,0.0
138186790,2604,000,0.0
138186791,2604,000th,0.0
24334704,2605,reconsid,0.4380347112786542
24328969,2605,grade,0.3659031896795506
24334638,2605,readi,0.3182268472151358
24335674,2605,second,0.3094680419156861
24336510,2605,spend,0.2852884074368731
24326010,2605,convinc,0.27921112028885914
24330867,2605,know,0.25532235034640915
24336694,2605,start,0.22812552900960442
24337954,2605,true,0.22797226853281335
24332006,2605,meet,0.21292716407719472
84867889,2606,vineyard,0.41307773039858237
84863409,2606,prison,0.3401340089148299
84867894,2606,violent,0.2487764927038957
84857844,2606,gang,0.2298291599055309
84858236,2606,greatli,0.21880564128978122
84866307,2606,supremacist,0.21880564128978122
84865336,2606,skinhead,0.202160663304929
84861889,2606,narrat,0.18760514408878168
84862700,2606,parol,0.18015719926797122
84863962,2606,reform,0.17715157821458777
161145669,2607,sync,0.27778574856063853
161143468,2607,revit,0.2510412555432639
161147580,2607,wive,0.24122037766048682
161132989,2607,bold,0.23732289264463122
161143414,2607,restless,0.23732289264463122
161133322,2607,bud,0.21532196651486904
161147439,2607,whatev,0.21532196651486904
161137699,2607,hall,0.2136536392616838
161137452,2607,grant,0.19973328399436785
161144470,2607,sign,0.18442357880233143
82286365,2608,gorilla,0.3423487411394125
82294614,2608,swing,0.3385358202165708
82295148,2608,tooki,0.20852620830608024
82295193,2608,toucan,0.20852620830608024
82281565,2608,beak,0.19964227583842076
82288281,2608,klutz,0.19964227583842076
82282313,2608,buff,0.19333902544101259
82291418,2608,pooch,0.19333902544101259
82291005,2608,peanut,0.18844984459455535
82289520,2608,messeng,0.18107757860271126
166639918,2609,repuls,0.3900773985107912
166631761,2609,destin,0.29055637980705
166635179,2609,initi,0.28828889901523097
166629804,2609,broken,0.2830821605098991
166632535,2609,emot,0.26891532105203514
166632190,2609,drawn,0.26615153466932134
166638066,2609,odd,0.26292337213963124
166643922,2609,weekend,0.26230509375829275
166631121,2609,cours,0.24316982463989112
166641852,2609,stranger,0.24238040752551687
56028319,261,deathstrok,0.5259349258182394
56032183,261,jackal,0.4964497355134951
56040993,261,wrath,0.45093945913752626
56025494,261,assassin,0.29568814832021634
56037267,261,save,0.2250300720929345
56034360,261,murder,0.22327613704318083
56039655,261,tri,0.22030529322976417
56029734,261,famili,0.19268380343124755
56024397,261,00,0.0
56024398,261,000,0.0
57919245,2610,ren,0.43868516749866426
57908939,2610,bomont,0.2525916110776966
57915933,2610,maccormack,0.2525916110776966
57918850,2610,quo,0.24183034114937302
57909035,2610,bow,0.22827274441978304
57919399,2610,revit,0.22827274441978304
57918621,2610,prohibit,0.22343382869762296
57915817,2610,loud,0.21934258374933213
57922159,2610,town,0.21306208639980093
57922214,2610,transplant,0.2050373162458729
22218253,2611,sleepov,0.36192614208548113
22205111,2611,absolut,0.328665113721097
22211967,2611,hypnot,0.313582552857719
22205267,2611,aftermath,0.2766359867591678
22211646,2611,hilari,0.25442188964842055
22206433,2611,birthday,0.2515423991665804
22210970,2611,gone,0.2411573429399734
22218813,2611,step,0.23514427027859852
22220870,2611,wake,0.2307297022886634
22214107,2611,memori,0.23031329368965225
146095953,2612,machineri,0.4002020160301115
146087186,2612,1964,0.3845458836570978
146098020,2612,pennsylvania,0.32919425700633415
146095827,2612,lot,0.3022961585345966
146099993,2612,score,0.30008001420384284
146099460,2612,ride,0.27674604286377547
146096079,2612,manag,0.24650255270999083
146094003,2612,hit,0.23779155558844328
146088379,2612,band,0.23477083382687025
146101070,2612,star,0.22246081080293229
49489516,2613,damn,0.4105271922740219
49487580,2613,boat,0.3336970796957078
49501842,2613,voyag,0.3320438902824413
49486097,2613,aboard,0.3304449136788797
49487717,2613,bound,0.3144885667284869
49498992,2613,ship,0.26444205354650413
49500893,2613,transform,0.2594262730798193
49500458,2613,teen,0.2538867729004075
49501168,2613,ultim,0.24745708055640078
49502384,2613,york,0.2176910484310671
129108513,2614,turtl,0.46243904266499775
129099267,2614,ghul,0.2878167266840346
129094585,2614,batgirl,0.2787295687199561
129104970,2614,ra,0.2787295687199561
129106469,2614,shredder,0.26592193891216315
129107699,2614,sworn,0.2531143091043702
129103374,2614,ninja,0.22488083539046225
129098877,2614,forg,0.21615468137559601
129093827,2614,allianc,0.21404806746758986
129103109,2614,mutant,0.21404806746758986
167727008,2615,hear,0.3935930029174435
167736731,2615,women,0.3157760587557911
167722987,2615,chauvinist,0.28736254549713525
167723285,2615,cocki,0.24939206540848713
167725137,2615,enabl,0.24638620574828346
167727728,2615,infatu,0.23660464632497868
167720744,2615,advertis,0.23456925264914152
167730395,2615,newfound,0.21474440901447797
167731829,2615,promot,0.20813031506050889
167731090,2615,pass,0.185016760937302
105746802,2616,banyan,0.32659159514400965
105761816,2616,whitlock,0.32659159514400965
105756748,2616,polic,0.3218067742363789
105759924,2616,suspicion,0.23857290252437288
105746026,2616,ahead,0.22936716701606488
105752482,2616,homicid,0.22740572132756853
105748254,2616,chief,0.2175336356141986
105749933,2616,doubl,0.21349179799230225
105761433,2616,viciou,0.21103961523580259
105753549,2616,key,0.21045300339062828
145987378,2617,avatar,0.7697091500269362
146002724,2617,work,0.3817243817587199
145999334,2617,set,0.37055691097193877
145995176,2617,make,0.35287660232249635
145986165,2617,00,0.0
145986166,2617,000,0.0
145986167,2617,000th,0.0
145986168,2617,006,0.0
145986169,2617,007,0.0
145986170,2617,05pm,0.0
7231142,2618,confidenti,0.3042365416503088
7235780,2618,jla,0.3042365416503088
7244043,2618,waid,0.3042365416503088
7229129,2618,babel,0.2912750203519963
7243769,2618,vandal,0.26911715333943864
7244145,2618,weak,0.25615563204112607
7231086,2618,compil,0.25278756771107336
7233398,2618,file,0.23776294061263592
7243023,2618,tower,0.221036243730256
7240735,2618,savag,0.2198736776177497
21931913,2619,scorpio,0.49063416238389135
21923576,2619,dub,0.20958367959939297
21933684,2619,technic,0.20958367959939297
21921355,2619,callahan,0.20654768044081634
21927895,2619,madman,0.20383188665012525
21928181,2619,maverick,0.20137515233285147
21922058,2619,collar,0.19338053667269875
21928959,2619,nail,0.1872873321012553
21929259,2619,nose,0.18470756079316228
21928020,2619,maniac,0.1763876890742809
26167334,262,robot,0.45667272063672515
26170023,262,trash,0.3118372694717058
26166854,262,rebuild,0.2741603219421541
26158161,262,contend,0.2556884639022963
26171048,262,wash,0.2544905074643266
26169896,262,took,0.24607075270022266
26168748,262,sport,0.23690379612572893
26167020,262,reluctantli,0.234747068654094
26167271,262,ring,0.22717526998824608
26160326,262,fighter,0.22441985212015286
9173216,2620,rescu,0.7338487941873094
9177243,2620,went,0.35037455216210645
9176011,2620,topper,0.22960340020150943
9170648,2620,monasteri,0.21213701533559132
9175644,2620,team,0.19988456777383223
9168628,2620,iraq,0.17939681630279
9168047,2620,hostag,0.15023054911105674
9171354,2620,odd,0.14987311521981314
9163824,2620,cia,0.14563628894578562
9165030,2620,desert,0.14074381622517382
82402770,2621,equin,0.2920275804442104
82411515,2621,sorrow,0.27958620281386337
82413928,2621,war,0.2503287962117263
82400362,2621,cavalri,0.24949022936611895
82399199,2621,battlefield,0.23971872733694372
82408173,2621,odyssey,0.22460747410542484
82398990,2621,backdrop,0.22294846398643922
82405673,2621,joy,0.21987748185367717
82403478,2621,forget,0.21845005179789798
82411462,2621,sold,0.21845005179789798
10710432,2622,coerciv,0.4378402664443909
10708912,2622,behest,0.419186767729234
10716164,2622,lovelac,0.4059518997676204
10718717,2622,porn,0.327524642496071
10714838,2622,industri,0.3023807962793598
10707764,2622,abus,0.28214075453455556
10710709,2622,control,0.22552077727091774
10714579,2622,husband,0.22159378133243707
10723170,2622,use,0.19984066452850563
10721544,2622,stori,0.174375556496971
143652482,2623,charrièr,0.29488664957895183
143653724,2623,dega,0.29488664957895183
143656235,2623,guiana,0.29488664957895183
143660533,2623,papillon,0.29488664957895183
143662452,2623,safecrack,0.2664957260652508
143660572,2623,parisian,0.2608465612382218
143660699,2623,penal,0.2608465612382218
143653202,2623,counterfeit,0.2482833774458592
143655471,2623,forg,0.2120291599971814
143652857,2623,coloni,0.20996275285526622
80373259,2624,mental,0.46094235516186166
80377838,2624,staf,0.35391068192016584
80371445,2624,institut,0.26715522356827875
80375238,2624,posit,0.265792233714945
80370955,2624,horrifi,0.24872669436221306
80374738,2624,patient,0.24621993913235066
80370178,2624,graduat,0.23565770046543913
80373197,2624,medic,0.2344438133869233
80371139,2624,idea,0.23156536895565333
80375884,2624,recent,0.22312078646657135
47564949,2625,reportedli,0.2932994008075699
47568195,2625,uncontamin,0.2932994008075699
47568513,2625,utopian,0.27685632349030614
47552883,2625,2019,0.2709875351690291
47557430,2625,echo,0.2545444578517654
47557693,2625,environ,0.22916463206649013
47555553,2625,chosen,0.21611302734681487
47556013,2625,contain,0.2099207265746838
47557958,2625,facil,0.2099207265746838
47560216,2625,inhabit,0.19966995002955112
145835686,2626,analogu,0.246372073210299
145851557,2626,yesterday,0.246372073210299
145849966,2626,tomorrow,0.21985142484146883
145839116,2626,digit,0.20471997001596345
145841473,2626,hacker,0.20110941384716938
145846397,2626,prep,0.19646275366442037
145844372,2626,method,0.19014604022740056
145838622,2626,current,0.18904225405966374
145843943,2626,man,0.1889348186185689
145844500,2626,minor,0.18502912460358845
61542116,2627,disrupt,0.37709911982610683
61549446,2627,psychiatrist,0.37307940306433596
61545432,2627,introduc,0.35510614330807666
61540764,2627,client,0.33846867824908067
61552133,2627,suicid,0.3345221123468585
61540939,2627,commit,0.3079683536914886
61539954,2627,brother,0.239933537746896
61552246,2627,surviv,0.2329198767404844
61541627,2627,daughter,0.2242876923877421
61554170,2627,wife,0.2228116460926845
98071310,2628,inspir,0.25725023194657587
98065822,2628,breathtak,0.21967491231592381
98068841,2628,everest,0.21273917702368228
98070442,2628,harshest,0.21273917702368228
98064940,2628,awe,0.20735940277881518
98069221,2628,fiercest,0.20735940277881518
98073200,2628,mettl,0.2029638071644788
98078109,2628,summit,0.19602807187223723
98077407,2628,snowstorm,0.1931884373052753
98066728,2628,climber,0.19064829762737018
116028960,2629,shark,0.3335532734360467
116028031,2629,research,0.327687797119829
116016674,2629,aquatica,0.2609225258638362
116029338,2629,smarter,0.24191926413429427
116031286,2629,undersea,0.24191926413429427
116016462,2629,alzheim,0.2358015802890569
116021106,2629,faster,0.21679831855951492
116024059,2629,lab,0.18956741589523776
116017781,2629,brain,0.1857798984475653
116019533,2629,damag,0.1832473996817788
56594254,263,toy,0.6412241596370357
56588430,263,mcwhiggen,0.23304034173997862
56587745,263,lightyear,0.20613945005461626
56581451,263,buzz,0.1872069315946213
56585159,263,gear,0.1872069315946213
56582221,263,collector,0.1806381533997079
56582627,263,cowboy,0.17791465504310094
56592380,263,shift,0.17023435863272313
56583271,263,devic,0.16366558043780977
56588976,263,mount,0.16366558043780977
123016839,2630,leprechaun,0.47063129075273447
123022453,2630,stole,0.44903385071225654
123014526,2630,gold,0.35541794573612484
123012328,2630,demon,0.3215107013656555
123023109,2630,terror,0.3156325375538736
123009860,2630,believ,0.2918185091441274
123019271,2630,peopl,0.27043660189863034
123014746,2630,group,0.2343284853747032
123024958,2630,young,0.18535373233020253
123008262,2630,00,0.0
131666939,2631,boxer,0.43461884447008825
131674970,2631,nativ,0.4226751777214183
131674555,2631,miss,0.321924319945007
131669791,2631,embark,0.3097899248344319
131678363,2631,sister,0.29754889801480594
131677938,2631,search,0.2908318898585394
131671154,2631,goe,0.28601138770564893
131665664,2631,american,0.2718811986413168
131670418,2631,fight,0.2597688399029461
131673524,2631,life,0.19111986747506668
110155937,2632,gunsling,0.4576942941021127
110149971,2632,ago,0.3389204546946761
110152698,2632,consequ,0.3389204546946761
110161760,2632,reveng,0.28085193968864586
110150418,2632,arriv,0.26406241375294337
110160272,2632,past,0.2535416822068187
110154667,2632,face,0.23998343079949577
110163149,2632,son,0.2394248137011384
110157537,2632,kill,0.23887160702287424
110153255,2632,daughter,0.2361831982054578
23584960,2633,bombshel,0.3996770718140045
23586404,2633,controversi,0.301702725942789
23592393,2633,media,0.2894772341858298
23588260,2633,explos,0.28830745751923503
23587951,2633,empir,0.2780601697601177
23590548,2633,infam,0.2771557248231382
23585235,2633,brought,0.2697592538868365
23590621,2633,insid,0.23435697449046436
23595405,2633,reveal,0.2320564609641374
23599556,2633,women,0.21959794776689126
136175184,2634,ferri,0.54148446456116
136178394,2634,link,0.28178718699599864
136172628,2634,cia,0.24257316734202886
136180937,2634,place,0.19816263046620866
136174841,2634,event,0.19435198293677122
136176724,2634,hoffman,0.1734337605932122
136182559,2634,satellit,0.1681597846248258
136183954,2634,strateg,0.16394859614406015
136182696,2634,scrambl,0.16212261299474975
136183228,2634,sky,0.1514026472442497
5220439,2635,mishima,0.46837132014998406
5211028,2635,2039,0.24460674739361343
5215516,2635,dystopia,0.24460674739361343
5222017,2635,placat,0.24460674739361343
5223864,2635,seeth,0.24460674739361343
5227511,2635,zaibatsu,0.24460674739361343
5225560,2635,tekken,0.23418566007499203
5220332,2635,mightiest,0.22105664274797077
5224725,2635,sponsor,0.2007920556477315
5219984,2635,mass,0.17771355255906363
41907109,2636,bulim,0.3141250172615935
41915089,2636,nineteen,0.3141250172615935
41919531,2636,tapestri,0.3141250172615935
41911472,2636,hallucin,0.2683689070978117
41913924,2636,manifest,0.2683689070978117
41911706,2636,hellish,0.26100381841057047
41919115,2636,stripper,0.2498981967203421
41917510,2636,runaway,0.24160329847313322
41917684,2636,satan,0.24160329847313322
41916539,2636,psycholog,0.23210804770358154
147102647,2637,hood,0.6674617807116625
147100723,2637,examin,0.33373089035583126
147109933,2637,sudden,0.33207753343907503
147108000,2637,ride,0.2900635850503576
147099842,2637,disappear,0.2580074347655808
147110740,2637,train,0.24257383309990466
147109025,2637,sister,0.2284789532767529
147102043,2637,group,0.19457755667076665
147105565,2637,mysteri,0.1822995720641513
147095559,2637,00,0.0
70082222,2638,fiction,0.43225775876906575
70089818,2638,selv,0.2658818331626151
70093136,2638,widen,0.2658818331626151
70088892,2638,reimagin,0.2554803833726664
70090646,2638,split,0.22992506339218105
70078594,2638,blur,0.22805095940609746
70090774,2638,stardom,0.22461261373285085
70092839,2638,volatil,0.22461261373285085
70088121,2638,portrait,0.2187064757636393
70081727,2638,entangl,0.20947908789861272
17682318,2639,vintag,0.37861915466075624
17669305,2639,clown,0.36502619708043443
17669860,2639,creepi,0.3577425883591406
17670713,2639,doll,0.32670980170797925
17678292,2639,reason,0.3118222445347481
17668299,2639,box,0.2881993611786663
17676980,2639,owner,0.25430037790605237
17676789,2639,open,0.2524472019829963
17667857,2639,believ,0.23476568476735885
17671005,2639,earth,0.21808814350210848
52754632,264,jumpstart,0.2536373509467507
52762120,264,ultron,0.23516467616150014
52756184,264,mightiest,0.22921780316041054
52757565,264,pave,0.22921780316041054
52757586,264,peacekeep,0.22921780316041054
52751149,264,dormant,0.21074512837515993
52751578,264,enact,0.20375300625635645
52762235,264,uneasi,0.20375300625635645
52760704,264,stark,0.20177799646480798
52747349,264,allianc,0.18059276846793604
167313351,2640,sibl,0.37638376422640407
167303565,2640,creatur,0.298613775959464
167309904,2640,mulholland,0.27871405015763107
167316577,2640,wreckag,0.266839874630717
167312970,2640,scratch,0.25841501301888237
167316502,2640,woman,0.22394256250992434
167304165,2640,devour,0.2238977240281328
167305448,2640,feroci,0.21278424893827577
167316320,2640,werewolf,0.20849091925195082
167305308,2640,fallen,0.19489358084026062
54705132,2641,lighthous,0.4172035295367574
54696591,2641,1890,0.3944050878687133
54704584,2641,keeper,0.3607826335299558
54709294,2641,saniti,0.3453354149105418
54705488,2641,maintain,0.3271601791911983
54701459,2641,england,0.26952303754804924
54708723,2641,remot,0.25879150717062605
54704240,2641,island,0.24178742800586459
54711744,2641,tri,0.185138875773637
54706492,2641,mysteri,0.18131868485266048
95600169,2642,imperfect,0.4750647355123052
95606467,2642,snobbish,0.4484314517237054
95595528,2642,chaotic,0.39115231086536667
95600723,2642,jone,0.3605064537956278
95601268,2642,lawyer,0.30322731293728905
95597791,2642,enter,0.28495392948294634
95602166,2642,meet,0.21336023236237503
95606563,2642,soon,0.2103482324700513
95609348,2642,world,0.16535774477790907
95592783,2642,00,0.0
45225388,2643,martian,0.39083192976631503
45227152,2643,peac,0.2779681263514963
45224339,2643,kessler,0.22071956263300108
45219502,2643,congress,0.21057749387967958
45217320,2643,assur,0.20672165829255862
45217066,2643,annihil,0.20338158158153521
45228568,2643,retali,0.19779999837244366
45221851,2643,fleet,0.19123737102071092
45229095,2643,scale,0.18765792961912217
45230039,2643,spacecraft,0.18452717144576367
70397207,2644,astronaut,0.3603045656675125
70399701,2644,crew,0.26056818193557846
70402037,2644,furious,0.25420972978314177
70409115,2644,scuttl,0.24337952244200756
70403003,2644,heroism,0.229735074843636
70404975,2644,lunar,0.22486516070466117
70397310,2644,avert,0.217181006308449
70410840,2644,technic,0.217181006308449
70396295,2644,200,0.19866664457110264
70408835,2644,saga,0.19866664457110264
139801142,2645,alien,0.3752394151335621
139816982,2645,women,0.24988460282011876
139809023,2645,lennox,0.22739999932187085
139812051,2645,procreat,0.22739999932187085
139810918,2645,offspr,0.19497399329877715
139815245,2645,temper,0.19280246371761198
139802653,2645,brood,0.18895534885995943
139803948,2645,countless,0.1856228263884108
139803486,2645,clone,0.18410982700630668
139811980,2645,press,0.1813339859015909
80803711,2646,children,0.35546692193591717
80808023,2646,hous,0.32076147276077244
80813986,2646,sensit,0.2618454082474285
80808983,2646,kept,0.259911348912927
80813073,2646,religi,0.23805828553295166
80804332,2646,cost,0.23069467265242957
80812832,2646,rare,0.23069467265242957
80816945,2646,vision,0.22828220469885555
80809505,2646,light,0.22529952914598814
80805250,2646,disturb,0.21591439629078932
151994224,2647,husband,0.40083293273939213
151995349,2647,lakesid,0.3671558144740322
151999094,2647,reel,0.31503015607708684
151989244,2647,built,0.2926032898774217
151990919,2647,deceas,0.27935288990474816
151991365,2647,disturb,0.25114729395052054
151999033,2647,recent,0.23901753232750003
151987696,2647,alon,0.22850759579722393
152002576,2647,unexpect,0.218926767240907
152002518,2647,uncov,0.2080783238928451
48055359,2648,treasur,0.4413228696416472
48053588,2648,sister,0.3250763051517492
48051874,2648,puppi,0.3216028517870385
48049535,2648,memento,0.21074906219399847
